StartDate,EndDate,Consent_Q1,Consent_Q2,Donation1_SELF,Donation1_HELP,Donation1_JUSTICE,Donation1_EDUCATION,Donation1_ANIMALS,Donation1_NATURE,Donation1_ART,Donation1_SCIENCE,Donation2_SELF,Donation2_HELP,Donation2_JUSTICE,Donation2_EDUCATION,Donation2_ANIMALS,Donation2_NATURE,Donation2_ART,Donation2_SCIENCE,Taste_Possibility,GoodTaste_Def,BadTaste_Def,NoTaste_Justification,GoodTaste_Example,BadTaste_Example,Domains_Distinction1_Beer,Domains_Distinction1_Car,Domains_Distinction1_Clothing,Domains_Distinction1_ComicBooks,Domains_Distinction1_Food,Domains_Distinction1_GraphicDesign,Domains_Distinction1_InteriorDesign,Domains_Distinction1_Jewelry,Domains_Distinction1_Literature,Domains_Distinction1_Marijuana,Domains_Distinction1_Movies,Domains_Distinction1_Music,Domains_Distinction1_Paintings,Domains_Distinction1_Sculpture,Domains_Distinction1_Sports,Domains_Distinction1_TVshows,Domains_Distinction1_Videogames,Domains_Distinction1_Wine,Domains_Distinction1_Wrestling,Domains_Distinction2_Beer,Domains_Distinction2_Car,Domains_Distinction2_Clothing,Domains_Distinction2_Comicbooks,Domains_Distinction2_Food,Domains_Distinction2_GraphicDesign,Domains_Distinction2_InteriorDesign,Domains_Distinction2_Jewelry,Domains_Distinction2_Literature,Domains_Distinction2_Marijuana,Domains_Distinction2_Movies,Domains_Distinction2_Music,Domains_Distinction2_Paintings,Domains_Distinction2_Sculpture,Domains_Distinction2_Sports,Domains_Distinction2_TVshows,Domains_Distinction2_Videogames,Domains_Distinction2_Wine,Domains_Distinction2_Wrestling,Importance_Beer,Importance_Car,Importance_Clothing,Importance_Comicbooks,Importance_Food,Importance_GraphicDesign,Importance_InteriorDesign,Importance_Jewelry,Importance_Literature,Importance_Marijuana,Importance_Movies,Importance_Music,Importance_Paintings,Importance_Sculpture,Importance_Sports,Importance_TVshows,Importance_Videogames,Importance_Wine,Importance_Wrestling,CHECK1,Improvement,Improve_Possible,Improve_Impossible,Preferences_Beethoven,Preferences_MileyCirus,Preferences_CitizenKane,Preferences_Marvel,Preferences_Cognac,Preferences_JackDaniel,Preferences_Busts,Preferences_Eiffel,CHECK2,Knowledge_Beer,Knowledge_Car,Knowledge_Clothing,Knowledge_Comicbooks,Knowledge_Food,Knowledge_GraphicDesign,Knowledge_InteriorDesign,Knowledge_Jewelry,Knowledge_Literature,Knowledge_Marijuana,Knowledge_Movies,Knowledge_Music,Knowledge_Paintings,Knowledge_Sculpture,Knowledge_Sports,Knowledge_TVshows,Knowledge_Videogames,Knowledge_Wine,Knowledge_Wrestling,IRL_Q1,IRL_Q2_HELP,IRL_Q2_JUSTICE,IRL_Q2_SCIENCE,IRL_Q2_ART,IRL_Q2_NATURE,IRL_Q2_EDUCATION,IRL_Q2_ANIMALS,BM_General_1,BM_General_2,BM_General_3,BM_General_4,BM_General_5,BM_General_6,BM_General_7,BM_General_8,BM_General_9,BM_General_10,CHECK3,CHECK4,DPES_1,DPES_2,DPES_3,DPES_4,DPES_5,DPES_6,DPES_7,DPES_8,DPES_9,DPES_10,DPES_11,DPES_12,DPES_13,DPES_14,DPES_15,DPES_16,DPES_17,DPES_18,DPES_19,DPES_20,DPES_21,DPES_22,DPES_23,DPES_24,DPES_25,DPES_26,DPES_27,DPES_28,DPES_29,DPES_30,DPES_31,DPES_32,DPES_33,DPES_34,DPES_35,DPES_36,DPES_37,DPES_38,Gratitude_1,Gratitude_2,Gratitude_3,Gratitude_4,Gratitude_5,Gratitude_6,Age,Gender,Gender_3_TEXT,NativeLanguage,Country1,Country2,Student,Profession,EducationLevel,EducationLevel_Coded,EducationLevel_3_TEXT,EducationLevel_4_TEXT,EducationLevel_5_TEXT,EducationLevel_6_TEXT,ParentEducation,ParentEducation_Coded,ParentEducation_3_TEXT,ParentEducation_4_TEXT,ParentEducation_5_TEXT,ParentEducation_6_TEXT,Political,Art_1,Art_2,Art_3,Art_4,Art_5,Code
2021-02-01 18:09:00,2021-02-01 18:25:22,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,People who have good taste have more refined senses. Their sense of aesthetic is more mature. They pick up on the more subtler beauty in the world.,Bad taste simply means taste that is less refined. It means that it is less mature and doesn't go beyond the gross level. Bad taste is simply relative not absolute.,,"Tom Ford has good taste. He has a more refined palate when it comes to clothing, color and style. He understands the nuances of why something looks good on someone or not.","Flavor Flav has bad taste. His style is over the top and relies upon a gross appreciation of being ""different"". However, he does not rely upon understandings of balance, symmetry and subtlety.",3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,-2,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,0,YES,People can learn the principles of balance and symmetry. When they understand these they can identify beauty. They can learn these things through experience.,,0,-1,2,-2,0,0,-2,-2,2,3,1,4,1,6,2,3,1,1,0,6,4,1,1,1,6,1,1,1,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,,,,1,1,5,1,1,2,2,2,2,2,1,5,1,1,6,2,4,3,1,1,1,1,2,1,2,5,1,6,5,5,7,7,7,7,7,1,6,7,6,1,1,2,4,1,1,7,5,7,7,7,6,6,2,6,6,2,50,A man,,english,USA,USA,No,crowdsourcing,College or university degree. In which field?,4,,,,,,,,,,,2,0,0,0,0,0,I have received my code.
2021-02-01 18:14:08,2021-02-01 18:25:54,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,It means a person knows what is intrinsically valuable.,It means a person may not have an appreciation for things of value.,,They have good taste because they can choose things that have value.,They have poor tatste because they choose things that have little value.,2,-2,1,0,2,1,1,1,2,0,1,2,2,2,-2,0,1,2,-2,,,,,,,,,,,,,,,,,,,,4,1,3,1,5,4,5,3,5,1,3,5,1,5,1,1,3,5,1,0,YES,they can improve by studying the subject.,,2,0,2,0,1,-1,1,-2,2,3,1,3,1,5,3,3,3,5,1,4,3,5,3,1,1,3,4,1,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),"Ones that promote art and culture (e.g. by funding artists, exhibition, concerts, art festivals, restoring works of art)","Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),4,4,2,2,3,2,2,4,4,4,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,5,6,6,2,4,6,5,6,6,6,6,6,6,6,6,2,6,6,2,61,A woman,,English,United States,United States,No,copyeditor,College or university degree. In which field?,4,,education,,,,,,,,,2,2,1,1,1,1,I have received my code.
2021-02-01 17:55:26,2021-02-01 18:27:17,YES,YES,0,20,20,20,20,20,0,0,,,,,,,,,YES,"It's not that they agree with me. It is about skill, creativity, originality, and something that endures. If clothes are in good taste, they are appropriate for the job--whether at a bar or shoveling snow. ",Usually it is about gaining noteriety at the expense of quality. It is a the immature desire tp shock others in negative ways and usually means poor quality.,, a friend who is a quilter purchases quality materials a little at a time rather than cheap fabrics or products. Ye are willing to wait for delayed gratification rather than hurrying with inferior materialsl and sloppy work.,"I think we see them on social media all the time--and in political elections. They operate on ""What can I do or say to get 'hits' or 'likes'?"" The interactions are meant to shock. They produce nothing or no interactions of value.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,YES,By thinking. Examining what makes someting be in good taste.,,0,0,0,0,0,0,0,0,2,0,0,4,4,5,1,4,3,5,1,4,2,4,3,2,4,0,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),"Ones that promote art and culture (e.g. by funding artists, exhibition, concerts, art festivals, restoring works of art)","Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),4,5,1,4,3,4,4,4,3,4,2,5,6,4,5,5,6,5,6,6,6,5,5,6,5,2,5,5,5,4,3,3,3,4,7,4,4,6,6,6,4,6,6,5,6,6,7,5,2,5,7,7,1,6,7,2,68,A woman,,english,us,us,No,ediyor,"Graduate degree, Masters. In which field?",5,,,English,,,,,,,,2,0,0,0,0,0,I have received my code.
2021-02-01 18:17:45,2021-02-01 18:28:11,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,They like things that are pretty or nice,"They like things that are gaudy, not attractive",,"Alyssa.  She dresses beautifully, picks out things that flatter, and has a flair for decorating homes beautifully","Steve. Likes the unmatching, wierd, dark, things. ie clothing, art, decor",0,-3,3,3,3,0,3,3,3,2,3,3,3,0,0,3,2,0,-3,,,,,,,,,,,,,,,,,,,,2,2,6,3,5,3,4,5,1,4,5,6,4,3,2,4,4,2,0,0,YES,"I think people grow and change often. What they like yesterday, they may not like today",,1,0,2,0,2,0,1,1,2,3,0,5,3,5,3,4,4,1,5,4,6,0,0,1,5,4,0,0,No,,,,,,,,3,3,2,3,3,3,3,5,3,5,1,5,2,4,5,4,2,3,2,1,1,1,1,4,1,4,5,2,4,5,4,4,4,7,7,6,7,5,7,5,3,3,4,3,4,4,3,4,4,4,6,6,3,6,6,6,55,A man,,English,USA,USA,No,server,High school,2,,,,,,,,,,,4,0,0,0,1,1,I have received my code.
2021-02-01 18:11:00,2021-02-01 18:28:14,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,"The person has the sense, education and intelligence to decipher the difference between a higher quality and a lower quality.","They don’t or can’t appreciate the beauty and quality of fine art or food, etc.  Bad taste usually means that the person enjoys something of a lesser quality.",,My aunt had good taste.  She could taste food and detect if it had fresh herbs or fresh ingredients.  She could decipher if a food was poorly prepared or old.,A person that I work with loves mass produced burgers.  I feel that this is in poor taste because there is very little in the sense of the purity of the product.  It is filled with chemicals and impurities and low level ingredients.,2,0,2,0,2,0,2,1,3,2,3,1,2,2,-2,1,1,2,-3,,,,,,,,,,,,,,,,,,,,4,0,5,1,5,4,4,4,6,4,5,4,4,5,0,4,4,6,0,0,YES,I’ve found that people can improve their taste through education.  Learning about particulars could nurture appreciation.,,2,-3,0,-1,0,-1,0,-1,2,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,Yes,,,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),5,5,1,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,4,5,5,2,7,1,5,2,5,1,1,1,4,5,4,3,7,5,5,6,7,5,5,6,4,5,5,5,5,4,7,5,7,7,1,7,7,1,NA,A woman,,English,United States,United States,No,Clinical Laboratory Technologist,"Graduate degree, Masters. In which field?",5,,,Immunology ,,,,,,,,3,1,0,1,1,1,I have received my code.
2021-02-01 18:14:15,2021-02-01 18:28:14,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,They appreciate the accomplishment or the creation.  They understand its complexity.,They do not understand the creation.  They are not educated enough to appreciate what it is or means.,,"My friend Kevin can look at a piece of art, dissect its meaning and articulate its quality and worth.  ",My friend Steve is very naive.  He could not tell a quality piece of art from a master to a doodle by someone passing time.,2,-2,2,2,2,1,3,2,3,0,2,3,3,3,-2,-1,-1,3,-2,,,,,,,,,,,,,,,,,,,,4,0,5,3,5,2,4,3,5,0,6,6,6,5,2,3,4,6,0,0,YES,"They can learn more about the effort put into the work,  The meaning of the work.  Its comparison to other works.",,-2,1,3,0,2,-2,3,-2,2,5,1,5,2,5,2,4,3,5,3,6,5,6,4,6,6,5,6,1,Yes,,,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,,4,5,1,3,4,4,4,4,4,5,1,5,6,6,6,5,5,6,6,6,6,6,6,6,6,6,5,3,6,6,6,6,5,6,7,7,7,6,7,5,4,6,5,6,5,7,6,5,7,7,6,6,2,6,6,2,65,A man,,English,USA,USA,No,Small Business Owner,College or university degree. In which field?,4,,Forestry,,,,,,,,,2,1,1,1,1,2,I have received my code.
2021-02-01 18:04:21,2021-02-01 18:29:17,YES,YES,,,,,,,,,85,10,0,0,5,0,0,0,YES,"In visual arts I consider good taste to be represented by simple, classic design and understated colors.  In film or literature works that tell a story in a way that allows the reader or viewer to participate in determining the meaning as it pertains to them.  Works that preach or are hyperbolic tend to be in bad taste.  In clothing I prefer simple and classic lines and harmonious colors.","Usually when something is loud and garish, I would consider it lacking in taste.  Screaming for attention generally seems tasteless to me.",,One of my favorite painters is the Canadian artist Robert Bateman.  I find his work tasteful and understated.  He evokes a mood without screaming for attention.,"I generally don't pay attention to artists whose works I consider in bad taste, but I suppose someone like Miley Cyrus comes to mind.  Her works scream for attention and she dresses and acts like a slut for shock value.",,,,,,,,,,,,,,,,,,,,2,-2,3,2,3,3,3,3,3,1,3,3,3,3,-2,3,1,3,-3,5,0,6,3,6,5,6,6,6,4,6,5,6,6,0,5,3,6,0,0,YES,Art appreciation studies can be helpful in identifying what is tasteful and what isn't.,,3,-3,3,-1,3,-3,1,-3,2,4,0,4,0,5,5,5,2,5,4,5,6,6,6,0,4,1,3,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),"Ones that promote art and culture (e.g. by funding artists, exhibition, concerts, art festivals, restoring works of art)","Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),5,5,1,5,5,5,5,5,5,5,1,5,7,4,6,6,6,5,7,7,5,5,6,4,7,5,7,6,6,7,6,6,6,7,7,7,7,7,7,5,4,5,4,5,7,7,7,7,7,7,7,7,1,7,7,1,64,A man,,English,USA,USA,No,Artist (painter),Some college or university...       In which field?,3,Fine Arts,,,,,,,,,,2,1,1,1,1,1,I have received my code.
2021-02-01 18:10:56,2021-02-01 18:29:18,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,"someone who has good taste is one who appreciates form and function working together in harmony and doesn't expect unusual or weird combinations of things to be ""normal"". They are are also someone who could find relatively wide agreement of their opinions on things.","This person is pretty much the opposite of the person described above. Someone who believes unusual and weird combinations of things are ""normal"" and that form is separated from and shouldn't have anything at all to do with function.",,Person has good taste because they can see how form and function come together as well as seeing how things come together as they have to rather how someone wants them or tries to force them to.,This person has bad taste because they attempt to force things to come together they way they want them to rather than the way the things need to in order to function correctly and they also have no regard for how form plays into that.,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,0,YES,by learning how things can come together naturally rather than forcing them. Also by trying to see things from the perspective of those with good taste.They can also give more weight to the opinions of those with good taste.,,2,-2,2,2,2,2,2,2,2,2,4,5,5,5,4,3,5,5,2,5,5,4,2,2,5,5,2,2,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,,,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),3,3,3,3,1,3,1,4,4,4,1,5,2,5,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,2,2,4,2,2,5,4,5,5,5,5,5,5,4,4,2,5,2,5,5,2,5,5,2,4,4,4,50,A man,,English,USA,USA,No,Customer Service Representative,College or university degree. In which field?,4,,BS Chemistry,,,,,,,,,7,0,0,0,0,1,I have received my code.
2021-02-01 18:13:31,2021-02-01 18:29:44,YES,YES,,,,,,,,,75,25,0,0,0,0,0,0,YES,They demonstrate sensitivity to aesthetics. Their admiration of an object of art is widely accepted.,"They do not demonstrate sensitivity to aesthetics. Their admiration of an object of art is puzzling to most, as most have the opposite reaction.",,"My friend N has good taste. She is an artist herself and her works of art are admired by many. They are not pretentious or deeply meaningful, but aesthetically very pleasing. ","My friend R has poor taste. Her taste in objects and clothes favor things that are loud, garish, and excessive.",,,,,,,,,,,,,,,,,,,,3,-3,3,0,3,3,3,3,3,3,3,3,3,3,-3,3,0,3,0,3,0,6,0,6,6,6,6,6,3,4,6,6,6,0,6,3,6,0,0,YES,"By learning, watching others, getting pointers",,2,0,3,-2,3,1,-2,0,2,3,0,4,1,4,5,4,3,4,0,5,4,5,2,2,5,0,4,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),,4,4,1,2,1,3,4,5,4,5,1,5,5,3,5,4,5,4,6,6,5,5,5,6,6,6,5,5,6,5,6,5,4,4,7,6,6,5,6,5,5,5,4,3,5,5,4,6,7,5,6,6,1,5,6,1,62,A man,,Tamil,USA,India,No,IT Consultant,"Graduate degree, Masters. In which field?",5,,,Engg Management,,,,,,,,2,1,0,0,1,1,I have received my code.
2021-02-01 17:49:40,2021-02-01 18:31:12,YES,YES,80,0,10,10,0,0,0,0,,,,,,,,,YES,"They have a good eye for what's aesthetically appropriate for a space. It really is about being able to recognize and appreciate talent, nice things.",They don't have an aesthetic mindset,,"Because they have a good eye for design. They recognize clothes, art, music, etc., things that will be aesthetically pleasing and bring joy, even if not seen by the majority.",They are drawn to things that most would consider trashy. But even things in bad taste can be tasteful if done a certain way and will be tasteful to someone else.,,,,,,,,,,,,,,,,,,,,1,-3,3,0,2,0,2,0,3,0,1,2,3,1,-1,3,1,3,-3,2,1,3,0,3,3,5,3,5,0,4,3,4,4,1,2,0,3,0,0,YES,"First they have to recognize their taste is bad, lol. If they want to have ""better"" taste in music, they should listen to some folks who are considered in good taste. Clothes? Get someone they appreciate to show them some styles that would be best on them. ",,-3,-3,-3,-3,-3,-3,-3,-3,2,0,0,4,1,1,2,2,1,5,0,3,4,1,0,1,6,0,3,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,,Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),,4,4,1,4,5,5,4,5,4,5,1,5,4,3,7,3,2,4,6,3,2,5,3,5,4,3,5,4,2,1,2,3,4,5,6,6,7,6,6,5,6,7,5,5,2,5,2,3,5,3,6,6,2,6,6,2,51,A woman,,English,USA,USA,No,Performer,"Graduate degree, Masters. In which field?",5,,,Music,,,,,,,,1,1,1,1,2,2,I have received my code.
2021-02-01 17:56:04,2021-02-01 18:31:26,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,Like in the clothes they wear or the kind of car they drive. Good taste is the good choice of color or design of something.,If something someone was wearing was ugly or they drove a junky car.,,My daughter has good taste in clothes. She always looks good in what she wears.,"My brother has bad taste in his car,. It is junky and rusry.",1,-1,3,0,2,1,3,3,0,-1,3,2,2,1,1,1,1,2,-2,,,,,,,,,,,,,,,,,,,,0,0,3,0,1,2,3,2,1,0,1,3,3,0,1,3,0,2,0,0,YES,Learning what is considered good art that is usually more valuable.,,1,1,0,1,0,-1,-1,-2,2,2,0,3,0,4,0,2,2,1,0,4,3,0,0,2,2,2,0,0,No,,,,,,,,4,4,1,3,4,4,4,5,4,5,1,5,4,2,4,2,1,2,3,3,3,1,2,4,4,2,6,2,5,3,3,4,2,5,5,4,6,5,6,3,1,3,2,1,2,5,3,1,5,4,5,5,2,6,6,2,59,A man,,english,usa,usa,No,retired,High school,2,,,,,,,,,,,2,0,0,0,0,1,I have received my code.
2021-02-01 18:06:13,2021-02-01 18:32:05,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,Good Taste is referring to a person's judgement . To say they have good taste means that make good choices.,Bad Taste would be to select something of a less flattering choice than most people..,,"Yes, They are always dressed nicely which indicates good taste.","yes, Their choices lack style and coordination. ",3,-2,3,2,3,3,3,3,3,2,3,3,3,3,-2,3,3,3,-2,,,,,,,,,,,,,,,,,,,,4,1,6,1,6,5,5,6,6,5,6,6,5,3,1,6,1,6,1,0,YES,By becoming more familiar with domains and educated tio what is customarily considered to be good.,,2,-2,1,-1,3,2,1,0,2,4,1,5,1,6,5,4,5,2,5,5,6,1,1,1,5,0,4,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,,3,4,2,3,2,2,2,4,3,4,2,4,3,4,5,3,2,5,4,3,3,3,3,4,5,5,6,6,4,3,1,2,5,4,6,4,5,5,5,4,5,6,4,3,4,6,4,6,5,4,5,3,4,5,5,4,59,A man,,English,United States,United states,No,Technician,Some college or university...       In which field?,3,Technical,,,,,,,,,,6,0,0,0,0,0,I have received my code.
2021-02-01 18:10:25,2021-02-01 18:32:30,YES,YES,20,80,0,0,0,0,0,0,,,,,,,,,YES,"This is kind of subjective.  What some people think is good taste other people think is poor taste. To me, good taste is something that is classic. People of all ages will generally like it, though they might not know why. It is quiet and solid, not bold and attention seeking. It does not embarrass people to look at it. If it is furniture, it is comfortable and sturdy. If it is an action, it is polite and respective, no matter what was said or done to them.","Bad taste is something that is flashy and quickly made. It is often made to shock and inspire a reaction.  If it is a behavior, again, it is done to shock and gain attention to oneself.",,"My preacher's wife has good taste. Her home is decorated with simple, solid furniture, and she has a china cupboard that has family china inside. She dresses simply, and she is happy and interested in everyone she meets.","My cousin has poor taste. She decorates and redecorates her home every few years based on what is popular at the time. She has no style of her own, but constantly apes the latest styles she sees on the tv decorating shows. The products are cheap and break easily, but she doesn't care because she is going to throw it away and buy new stuff in a year or two anyway.",-3,-3,3,0,3,2,3,3,3,-3,2,3,3,3,-2,3,0,0,-3,,,,,,,,,,,,,,,,,,,,0,0,6,3,5,5,5,5,6,0,4,5,5,4,0,5,0,0,0,0,YES,"They can take a class in fine art or movies or literature, or they can read books. They can also go to museums and see what is considered good taste, though that is more subjective.",,-1,-3,0,0,-3,-3,-2,1,2,0,0,4,0,5,2,2,3,6,0,3,3,2,4,0,5,0,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,,,,3,4,4,2,2,3,2,4,4,4,1,5,5,6,3,6,4,5,6,6,5,5,6,5,5,5,6,5,2,2,2,6,5,6,7,4,6,4,5,4,7,5,6,4,5,4,4,2,5,2,6,6,2,5,6,1,61,A woman,,English,USA,USA,No,church secretary,College or university degree. In which field?,4,,BA Social Work,,,,,,,,,6,1,0,0,0,1,I have received my code.
2021-02-01 18:09:44,2021-02-01 18:32:47,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,Their choices are aesthetically pleasing to me. ,"I find their choices to be unappealing, even, vulgar, to me. ",,Most of their choices are aesthetically pleasing to me. ,I find that some things that they like are repulsive to me. ,1,0,3,1,3,2,3,3,3,1,3,3,3,3,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,0,4,0,5,4,5,4,5,0,4,3,4,4,0,3,2,3,0,0,YES,Perhaps being exposed to better tastes on a consistant basis. ,,0,0,0,0,0,0,0,0,2,1,0,2,0,2,4,4,4,4,0,2,2,4,4,0,1,2,1,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,,,,2,1,4,1,1,1,1,3,1,3,1,5,1,1,1,1,2,4,3,3,1,4,4,2,2,4,6,4,6,4,5,7,5,3,7,5,4,5,2,1,1,1,2,1,1,4,1,4,2,1,5,5,1,4,5,5,62,A woman,,English,USA,USA,No,freelancer,College or university degree. In which field?,4,,Computer Science,,,,,,,,,4,0,0,0,0,1,I have received my code.
2021-02-01 18:19:37,2021-02-01 18:34:22,YES,YES,70,0,0,15,0,15,0,0,,,,,,,,,YES,"This person has a sense of high culture, a refined aesthetic sensibility, an acquired taste. Good taste is typically something that has to be earned through study at a university or college. There is usually depth and intelligence in good taste. ","Bad taste is typically seen in crass, offensive, rude, and obnoxious cultural artefacts. Usually someone that has bad taste likes the most base type of art, music, and media. There is no sense of refinement or subtlety to things that are in bad taste. ",,The person that I'm thinking of has good taste because they are either born with an innate refined aesthetic sensibility or they have been through a lot of education to refine their tastes. ,"The person I'm thinking of seems to revel in low culture and epitomizes someone that loves low bro tv, music, and art. It's obvious from their tastes that they like things that appeal to the more primitive and base instincts. ",,,,,,,,,,,,,,,,,,,,2,-1,2,1,3,2,3,2,3,2,3,3,3,2,1,3,-1,3,-1,3,0,3,1,3,4,4,2,5,2,5,6,4,4,4,4,1,3,0,0,YES,I think through education and exposure people can improve their tastes. ,,2,-2,2,-2,0,0,0,-2,2,3,0,3,2,4,4,3,1,4,3,5,6,5,4,4,5,3,3,2,Yes,,Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),3,3,2,2,2,2,3,3,2,4,2,5,4,1,4,5,4,5,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,4,4,5,4,3,4,4,4,4,5,5,6,4,4,4,3,5,5,3,49,A man,,English,USA,USA,No,Programmer,"Graduate degree, Masters. In which field?",5,,,Psychology,,,,,,,,2,1,1,1,1,2,I have received my code.
2021-02-01 18:15:50,2021-02-01 18:35:16,YES,YES,0,14,17,14,14,14,13,14,,,,,,,,,YES,"Someone with good taste would displaying something that the majority would find appealing. With movies I think it would be someone who always picks a solid movie, doesn't have to be the best just one you enjoy. It can also apply to aesthetics with designing its not always the most popular arrangement of art/furniture just one that majority would think looks good. ",Someone with bad taste would suggest or display something that not a lot of people find appealing. With the movie example it could be someone who chooses movies that most people wouldn't enjoy. ,,I think my wife has good taste when it comes to designing our household or picking out outfits for our daughter. I think she arranges things in a certain way that would be visual appealing to the masses. ,I would say my wife again but with her choice of movies. I would say 9/10 movies she picks when we watch are bad and that most people would not enjoy. ,1,0,2,1,3,3,3,2,2,0,2,2,3,2,1,1,2,2,0,,,,,,,,,,,,,,,,,,,,0,0,2,0,4,3,1,2,2,0,3,5,2,1,0,2,1,0,0,0,YES,"I think if someone genuinely cares about how their taste is perceived they could put in the work into that activity and find out what people find appealing about it. Eg. if you have bad taste in movies, watch a dozen movies people enjoy and I think you would be able to get a better idea and maybe improve your taste. ",,-1,-1,0,-1,-1,0,1,-2,2,0,0,1,0,2,2,1,2,1,0,3,0,2,0,5,2,1,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),,1,1,3,1,1,2,1,1,1,1,2,5,4,2,4,4,4,5,3,5,1,3,4,6,5,5,4,5,3,6,2,4,5,6,5,4,5,5,4,5,4,6,4,5,4,5,4,4,5,3,7,6,4,5,6,4,29,A man,,English,USA,USA,No,Operations Manager,College or university degree. In which field?,4,,BS In Business,,,,,,,,,5,1,1,0,1,2,I have received my code.
